input_file_name	gene_symbol	gene_name	reference_database_id	reference_database_version	reference_accession	analysis_software_name	analysis_software_version	sequence_identity	input_sequence_id	input_protein_start	input_protein_stop	input_gene_start	input_gene_stop	reference_protein_start	reference_protein_stop	reference_gene_start	reference_gene_stop	strand_orientation	coverage_depth	coverage_percentage	coverage_ratio	reference_gene_length	reference_protein_length	input_gene_length	input_protein_length	drug_class	antimicrobial_agent	resistance_mechanism
rgi_report	AAC(6')-Ib10	AAC(6')	CARD	card_v1	3002581	rgi	rgi_v1	100.0	NODE_1164_length_616_cov_317.882353_1			63.0	614.0					-		90.15						aminoglycoside antibiotic		antibiotic inactivation
rgi_report	AAC(6')-Ib7	AAC(6')	CARD	card_v1	3002578	rgi	rgi_v1	100.0	NODE_1794_length_88_cov_221.484848_1 			3.0	86.0					-		10.73						aminoglycoside antibiotic		antibiotic inactivation
rgi_report	AAC(6')-Ic	AAC(6')	CARD	card_v1	3002549	rgi	rgi_v1	95.86	NODE_145_length_82875_cov_62.736114_43			52078.0	52518.0					+		100.0						aminoglycoside antibiotic		antibiotic inactivation
rgi_report	ACT-25	ACT beta-lactamase	CARD	card_v1	3001845	rgi	rgi_v1	100.0	NODE_337_length_34911_cov_69.401681_13			13696.0	14841.0					+		108.92						carbapenem; cephalosporin; cephamycin; penam		antibiotic inactivation
rgi_report	ADC-11	ADC beta-lactamase without carbapenemase activity	CARD	card_v1	3004615	rgi	rgi_v1	100.0	NODE_700_length_4415_cov_63.186009_4			3254.0	4405.0					-		100.78						cephalosporin		antibiotic inactivation
rgi_report	ANT(2'')-Ia	ANT(2'')	CARD	card_v1	3000230	rgi	rgi_v1	100.0	NODE_1099_length_776_cov_58.104022_1			183.0	716.0					-		111.3						aminoglycoside antibiotic		antibiotic inactivation
rgi_report	ANT(3'')-IIa	ANT(3'')	CARD	card_v1	3004089	rgi	rgi_v1	100.0	NODE_1125_length_693_cov_253.377743_1			3.0	692.0					-		71.21						aminoglycoside antibiotic		antibiotic inactivation
rgi_report	ANT(3'')-IIa	ANT(3'')	CARD	card_v1	3004089	rgi	rgi_v1	100.0	NODE_1725_length_105_cov_65.000000_1 			1.0	105.0					+		10.84						aminoglycoside antibiotic		antibiotic inactivation
rgi_report	ANT(3'')-IIc	ANT(3'')	CARD	card_v1	3004091	rgi	rgi_v1	69.38	NODE_77_length_132322_cov_63.344099_88			95507.0	96295.0					+		101.16						aminoglycoside antibiotic		antibiotic inactivation
rgi_report	APH(3'')-Ib	APH(3'')	CARD	card_v1	3002639	rgi	rgi_v1	99.25	NODE_910_length_1699_cov_115.144161_2			864.0	1697.0					-		103.75						aminoglycoside antibiotic		antibiotic inactivation
rgi_report	APH(3')-IIIa	APH(3')	CARD	card_v1	3002647	rgi	rgi_v1	100.0	NODE_758_length_3197_cov_63.627307_4			1392.0	2186.0					+		100.0						aminoglycoside antibiotic		antibiotic inactivation
rgi_report	APH(3')-IIb	APH(3')	CARD	card_v1	3002645	rgi	rgi_v1	98.51	NODE_27_length_210538_cov_63.527487_93			106092.0	106898.0					+		100.0						aminoglycoside antibiotic		antibiotic inactivation
rgi_report	APH(3')-Ia	APH(3')	CARD	card_v1	3002641	rgi	rgi_v1	100.0	NODE_1074_length_880_cov_188.310303_1			2.0	814.0					-		100.0						aminoglycoside antibiotic		antibiotic inactivation
rgi_report	APH(3')-VIa	APH(3')	CARD	card_v1	3002652	rgi	rgi_v1	96.53	NODE_380_length_28321_cov_63.171443_3			1850.0	2629.0					+		100.0						aminoglycoside antibiotic		antibiotic inactivation
rgi_report	APH(6)-Id	APH(6)	CARD	card_v1	3002660	rgi	rgi_v1	99.64	NODE_910_length_1699_cov_115.144161_1			28.0	858.0					-		99.28						aminoglycoside antibiotic		antibiotic inactivation
rgi_report	Acinetobacter baumannii AbaF	major facilitator superfamily (MFS) antibiotic efflux pump	CARD	card_v1	3004573	rgi	rgi_v1	100.0	NODE_150_length_79842_cov_63.110281_58			56539.0	57828.0					-		100.0						fosfomycin		antibiotic efflux
rgi_report	Acinetobacter baumannii AbaQ	major facilitator superfamily (MFS) antibiotic efflux pump	CARD	card_v1	3004574	rgi	rgi_v1	100.0	NODE_549_length_11685_cov_68.378418_11			9335.0	10639.0					+		100.0						fluoroquinolone antibiotic		antibiotic efflux
rgi_report	Acinetobacter baumannii AmvA	major facilitator superfamily (MFS) antibiotic efflux pump	CARD	card_v1	3004577	rgi	rgi_v1	98.98	NODE_100_length_107249_cov_63.352893_20			20344.0	21822.0					+		100.0						macrolide antibiotic; acridine dye		antibiotic efflux
rgi_report	AcrE	resistance-nodulation-cell division (RND) antibiotic efflux pump	CARD	card_v1	3000499	rgi	rgi_v1	99.22	NODE_425_length_22304_cov_66.882871_8			8449.0	9606.0					-		100.0						fluoroquinolone antibiotic; cephalosporin; cephamycin; penam		antibiotic efflux
rgi_report	AcrF	resistance-nodulation-cell division (RND) antibiotic efflux pump	CARD	card_v1	3000502	rgi	rgi_v1	99.42	NODE_425_length_22304_cov_66.882871_7			5333.0	8437.0					-		100.0						fluoroquinolone antibiotic; cephalosporin; cephamycin; penam		antibiotic efflux
rgi_report	AcrS	resistance-nodulation-cell division (RND) antibiotic efflux pump	CARD	card_v1	3000656	rgi	rgi_v1	97.73	NODE_425_length_22304_cov_66.882871_9			10005.0	10667.0					+		100.0						fluoroquinolone antibiotic; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan		antibiotic efflux
rgi_report	BRP(MBL)	Bleomycin resistant protein	CARD	card_v1	3001205	rgi	rgi_v1	100.0	NODE_765_length_3143_cov_128.069301_4			1766.0	2131.0					-		100.0						glycopeptide antibiotic		antibiotic inactivation
rgi_report	Brucella suis mprF	defensin resistant mprF	CARD	card_v1	3003772	rgi	rgi_v1	100.0	NODE_531_length_13157_cov_63.472371_20 			11645.0	11926.0					+		10.57						peptide antibiotic		antibiotic target alteration
rgi_report	CBP-1	CBP beta-lactamase	CARD	card_v1	3004764	rgi	rgi_v1	100.0	NODE_253_length_47657_cov_63.652326_7 			7907.0	8131.0					+		24.03						penam		antibiotic inactivation
rgi_report	CMY-48	CMY beta-lactamase	CARD	card_v1	3002059	rgi	rgi_v1	100.0	NODE_441_length_21507_cov_65.008624_13			13755.0	14900.0					+		100.0						cephamycin		antibiotic inactivation
rgi_report	CRP	resistance-nodulation-cell division (RND) antibiotic efflux pump	CARD	card_v1	3000518	rgi	rgi_v1	99.05	NODE_63_length_149138_cov_66.462192_29			23763.0	24395.0					+		100.0						macrolide antibiotic; fluoroquinolone antibiotic; penam		antibiotic efflux
rgi_report	CRP	resistance-nodulation-cell division (RND) antibiotic efflux pump	CARD	card_v1	3000518	rgi	rgi_v1	99.52	NODE_66_length_145382_cov_66.686067_121			129806.0	130438.0					-		100.0						macrolide antibiotic; fluoroquinolone antibiotic; penam		antibiotic efflux
rgi_report	CRP	resistance-nodulation-cell division (RND) antibiotic efflux pump	CARD	card_v1	3000518	rgi	rgi_v1	99.05	NODE_104_length_106032_cov_68.323825_80			90194.0	90826.0					-		100.0						macrolide antibiotic; fluoroquinolone antibiotic; penam		antibiotic efflux
rgi_report	CRP	resistance-nodulation-cell division (RND) antibiotic efflux pump	CARD	card_v1	3000518	rgi	rgi_v1	99.05	NODE_129_length_91589_cov_69.122326_23			18638.0	19270.0					+		100.0						macrolide antibiotic; fluoroquinolone antibiotic; penam		antibiotic efflux
rgi_report	CRP	resistance-nodulation-cell division (RND) antibiotic efflux pump	CARD	card_v1	3000518	rgi	rgi_v1	99.05	NODE_288_length_42148_cov_71.835626_29			24340.0	24972.0					+		100.0						macrolide antibiotic; fluoroquinolone antibiotic; penam		antibiotic efflux
rgi_report	CTX-M-15	CTX-M beta-lactamase	CARD	card_v1	3001878	rgi	rgi_v1	100.0	NODE_959_length_1425_cov_127.207299_2			447.0	1322.0					-		100.0						cephalosporin		antibiotic inactivation
rgi_report	ErmB	Erm 23S ribosomal RNA methyltransferase	CARD	card_v1	3000375	rgi	rgi_v1	97.96	NODE_710_length_4173_cov_64.692569_2			346.0	1083.0					+		98.79						macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic		antibiotic target alteration
rgi_report	Escherichia coli acrA	resistance-nodulation-cell division (RND) antibiotic efflux pump	CARD	card_v1	3004043	rgi	rgi_v1	90.18	NODE_35_length_194490_cov_63.551192_101			102753.0	103946.0					-		100.0						fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan		antibiotic efflux
rgi_report	Escherichia coli acrA	resistance-nodulation-cell division (RND) antibiotic efflux pump	CARD	card_v1	3004043	rgi	rgi_v1	99.75	NODE_198_length_64274_cov_64.106355_48			47430.0	48623.0					-		100.0						fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan		antibiotic efflux
rgi_report	Escherichia coli ampC beta-lactamase	ampC-type beta-lactamase	CARD	card_v1	3004290	rgi	rgi_v1	97.35	NODE_503_length_15196_cov_66.014662_11			12939.0	14072.0					+		100.0						cephalosporin; penam		antibiotic inactivation
rgi_report	Escherichia coli ampC1 beta-lactamase	ampC-type beta-lactamase	CARD	card_v1	3004611	rgi	rgi_v1	99.08	NODE_541_length_12551_cov_63.792654_13			11196.0	12497.0					+		99.77						cephalosporin; penam		antibiotic inactivation
rgi_report	Escherichia coli ampH beta-lactamase	ampC-type beta-lactamase	CARD	card_v1	3004612	rgi	rgi_v1	86.23	NODE_5_length_563320_cov_64.083398_484			516630.0	517790.0					+		100.26						cephalosporin; penam		antibiotic inactivation
rgi_report	Escherichia coli ampH beta-lactamase	ampC-type beta-lactamase	CARD	card_v1	3004612	rgi	rgi_v1	85.19	NODE_20_length_249363_cov_63.448305_34			34003.0	35163.0					-		100.26						cephalosporin; penam		antibiotic inactivation
rgi_report	Escherichia coli ampH beta-lactamase	ampC-type beta-lactamase	CARD	card_v1	3004612	rgi	rgi_v1	91.36	NODE_36_length_193136_cov_64.308456_176			191935.0	193134.0					-		103.64						cephalosporin; penam		antibiotic inactivation
rgi_report	Escherichia coli ampH beta-lactamase	ampC-type beta-lactamase	CARD	card_v1	3004612	rgi	rgi_v1	99.74	NODE_299_length_40542_cov_63.044730_20			14843.0	16000.0					+		100.0						cephalosporin; penam		antibiotic inactivation
rgi_report	Escherichia coli emrE	small multidrug resistance (SMR) antibiotic efflux pump	CARD	card_v1	3004039	rgi	rgi_v1	98.18	NODE_289_length_41610_cov_63.922488_25			20693.0	21025.0					-		100.0						macrolide antibiotic		antibiotic efflux
rgi_report	Escherichia coli mdfA	major facilitator superfamily (MFS) antibiotic efflux pump	CARD	card_v1	3001328	rgi	rgi_v1	87.71	NODE_5_length_563320_cov_64.083398_1			119.0	1351.0					-		100.0						tetracycline antibiotic; benzalkonium chloride; rhodamine		antibiotic efflux
rgi_report	Escherichia coli mdfA	major facilitator superfamily (MFS) antibiotic efflux pump	CARD	card_v1	3001328	rgi	rgi_v1	87.8	NODE_22_length_236255_cov_64.631575_172			188089.0	189321.0					+		100.0						tetracycline antibiotic; benzalkonium chloride; rhodamine		antibiotic efflux
rgi_report	Escherichia coli mdfA	major facilitator superfamily (MFS) antibiotic efflux pump	CARD	card_v1	3001328	rgi	rgi_v1	85.61	NODE_60_length_155917_cov_63.128261_59			65628.0	66860.0					-		100.0						tetracycline antibiotic; benzalkonium chloride; rhodamine		antibiotic efflux
rgi_report	Escherichia coli mdfA	major facilitator superfamily (MFS) antibiotic efflux pump	CARD	card_v1	3001328	rgi	rgi_v1	96.59	NODE_143_length_83304_cov_63.732189_42			43421.0	44653.0					-		100.0						tetracycline antibiotic; benzalkonium chloride; rhodamine		antibiotic efflux
rgi_report	FosA	fosfomycin thiol transferase	CARD	card_v1	3000149	rgi	rgi_v1	100.0	NODE_6_length_515405_cov_63.312017_306			338116.0	338523.0					-		100.0						fosfomycin		antibiotic inactivation
rgi_report	FosA2	fosfomycin thiol transferase	CARD	card_v1	3002804	rgi	rgi_v1	95.04	NODE_82_length_126873_cov_64.260894_10			7087.0	7512.0					+		100.0						fosfomycin		antibiotic inactivation
rgi_report	FosA6	fosfomycin thiol transferase	CARD	card_v1	3004111	rgi	rgi_v1	98.55	NODE_118_length_98422_cov_63.725091_12			13948.0	14370.0					+		100.72						fosfomycin		antibiotic inactivation
rgi_report	H-NS	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	CARD	card_v1	3000676	rgi	rgi_v1	95.62	NODE_16_length_274800_cov_64.054272_249 			268874.0	269287.0					+		100.0						macrolide antibiotic; fluoroquinolone antibiotic; cephalosporin; cephamycin; penam; tetracycline antibiotic		antibiotic efflux
rgi_report	H-NS	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	CARD	card_v1	3000676	rgi	rgi_v1	100.0	NODE_287_length_42186_cov_64.731623_6			4927.0	5340.0					-		100.0						macrolide antibiotic; fluoroquinolone antibiotic; cephalosporin; cephamycin; penam; tetracycline antibiotic		antibiotic efflux
rgi_report	KPC-3	KPC beta-lactamase	CARD	card_v1	3002313	rgi	rgi_v1	100.0	NODE_571_length_10008_cov_124.619512_2			1925.0	2806.0					-		100.0						monobactam; carbapenem; cephalosporin; penam		antibiotic inactivation
rgi_report	Klebsiella pneumoniae KpnE	major facilitator superfamily (MFS) antibiotic efflux pump	CARD	card_v1	3004580	rgi	rgi_v1	80.0	NODE_30_length_199564_cov_63.517034_131			135295.0	135657.0					+		100.0						macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic		antibiotic efflux
rgi_report	Klebsiella pneumoniae KpnE	major facilitator superfamily (MFS) antibiotic efflux pump	CARD	card_v1	3004580	rgi	rgi_v1	82.2	NODE_105_length_104531_cov_63.826745_78			83737.0	84102.0					+		100.83						macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic		antibiotic efflux
rgi_report	Klebsiella pneumoniae KpnE	major facilitator superfamily (MFS) antibiotic efflux pump	CARD	card_v1	3004580	rgi	rgi_v1	99.17	NODE_195_length_64629_cov_63.289590_22			27405.0	27767.0					+		100.0						macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic		antibiotic efflux
rgi_report	Klebsiella pneumoniae KpnE	major facilitator superfamily (MFS) antibiotic efflux pump	CARD	card_v1	3004580	rgi	rgi_v1	83.33	NODE_284_length_42956_cov_63.215426_33			26974.0	27336.0					-		100.0						macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic		antibiotic efflux
rgi_report	Klebsiella pneumoniae KpnF	major facilitator superfamily (MFS) antibiotic efflux pump	CARD	card_v1	3004583	rgi	rgi_v1	88.99	NODE_30_length_199564_cov_63.517034_132			135644.0	135973.0					+		100.0						macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic		antibiotic efflux
rgi_report	Klebsiella pneumoniae KpnF	major facilitator superfamily (MFS) antibiotic efflux pump	CARD	card_v1	3004583	rgi	rgi_v1	84.4	NODE_105_length_104531_cov_63.826745_79			84089.0	84418.0					+		100.0						macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic		antibiotic efflux
rgi_report	Klebsiella pneumoniae KpnF	major facilitator superfamily (MFS) antibiotic efflux pump	CARD	card_v1	3004583	rgi	rgi_v1	100.0	NODE_195_length_64629_cov_63.289590_23			27754.0	28083.0					+		100.0						macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic		antibiotic efflux
rgi_report	Klebsiella pneumoniae KpnF	major facilitator superfamily (MFS) antibiotic efflux pump	CARD	card_v1	3004583	rgi	rgi_v1	87.16	NODE_284_length_42956_cov_63.215426_32			26658.0	26987.0					-		100.0						macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic		antibiotic efflux
rgi_report	Klebsiella pneumoniae KpnF	major facilitator superfamily (MFS) antibiotic efflux pump	CARD	card_v1	3004583	rgi	rgi_v1	73.39	NODE_462_length_19329_cov_63.918439_16			12768.0	13097.0					-		100.0						macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic		antibiotic efflux
rgi_report	Klebsiella pneumoniae KpnG	major facilitator superfamily (MFS) antibiotic efflux pump	CARD	card_v1	3004588	rgi	rgi_v1	99.49	NODE_174_length_70078_cov_65.770333_9			8964.0	10136.0					-		100.0						macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem		antibiotic efflux
rgi_report	Klebsiella pneumoniae KpnH	major facilitator superfamily (MFS) antibiotic efflux pump	CARD	card_v1	3004597	rgi	rgi_v1	83.92	NODE_51_length_169758_cov_63.363211_7			8388.0	9926.0					-		100.0						macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem		antibiotic efflux
rgi_report	Klebsiella pneumoniae KpnH	major facilitator superfamily (MFS) antibiotic efflux pump	CARD	card_v1	3004597	rgi	rgi_v1	94.02	NODE_174_length_70078_cov_65.770333_8			7410.0	8948.0					-		100.0						macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem		antibiotic efflux
rgi_report	Klebsiella pneumoniae OmpK37	General Bacterial Porin with reduced permeability to beta-lactams	CARD	card_v1	3004122	rgi	rgi_v1	99.47	NODE_140_length_84919_cov_64.587505_24			27333.0	28457.0					+		100.0						monobactam; carbapenem; cephalosporin; cephamycin; penam; penem		reduced permeability to antibiotic
rgi_report	Klebsiella pneumoniae acrA	resistance-nodulation-cell division (RND) antibiotic efflux pump	CARD	card_v1	3004041	rgi	rgi_v1	95.24	NODE_20_length_249363_cov_63.448305_163 			163946.0	165139.0					-		99.75						fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan		antibiotic efflux
rgi_report	MCR-9.1	MCR phosphoethanolamine transferase	CARD	card_v1	3004684	rgi	rgi_v1	100.0	NODE_816_length_2514_cov_62.668158_2			710.0	2329.0					-		100.0						peptide antibiotic		antibiotic target alteration
rgi_report	MexA	resistance-nodulation-cell division (RND) antibiotic efflux pump	CARD	card_v1	3000377	rgi	rgi_v1	100.0	NODE_8_length_413229_cov_63.441083_234			237707.0	238858.0					-		100.0						macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem		antibiotic efflux
rgi_report	MexB	resistance-nodulation-cell division (RND) antibiotic efflux pump	CARD	card_v1	3000378	rgi	rgi_v1	99.9	NODE_8_length_413229_cov_63.441083_233			234551.0	237691.0					-		100.0						macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem		antibiotic efflux
rgi_report	MexC	resistance-nodulation-cell division (RND) antibiotic efflux pump	CARD	card_v1	3000800	rgi	rgi_v1	99.72	NODE_19_length_257972_cov_63.647231_231			250864.0	251928.0					-		91.47						macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic		antibiotic efflux
rgi_report	MexD	resistance-nodulation-cell division (RND) antibiotic efflux pump	CARD	card_v1	3000801	rgi	rgi_v1	95.43	NODE_19_length_257972_cov_63.647231_230			247705.0	250836.0					-		100.0						macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic		antibiotic efflux
rgi_report	MexE	resistance-nodulation-cell division (RND) antibiotic efflux pump	CARD	card_v1	3000803	rgi	rgi_v1	100.0	NODE_14_length_307150_cov_63.665045_258			275589.0	276833.0					-		100.0						fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic		antibiotic efflux
rgi_report	MexF	resistance-nodulation-cell division (RND) antibiotic efflux pump	CARD	card_v1	3000804	rgi	rgi_v1	100.0	NODE_14_length_307150_cov_63.665045_257			272379.0	275567.0					-		100.0						fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic		antibiotic efflux
rgi_report	MexG	resistance-nodulation-cell division (RND) antibiotic efflux pump	CARD	card_v1	3000806	rgi	rgi_v1	100.0	NODE_27_length_210538_cov_63.527487_7			8054.0	8500.0					-		100.0						fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye		antibiotic efflux
rgi_report	MexH	resistance-nodulation-cell division (RND) antibiotic efflux pump	CARD	card_v1	3000807	rgi	rgi_v1	99.73	NODE_27_length_210538_cov_63.527487_6			6934.0	8046.0					-		100.0						fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye		antibiotic efflux
rgi_report	MexI	resistance-nodulation-cell division (RND) antibiotic efflux pump	CARD	card_v1	3000808	rgi	rgi_v1	100.0	NODE_27_length_210538_cov_63.527487_5			3832.0	6921.0					-		100.0						fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye		antibiotic efflux
rgi_report	MexJ	resistance-nodulation-cell division (RND) antibiotic efflux pump	CARD	card_v1	3003692	rgi	rgi_v1	100.0	NODE_2_length_643018_cov_63.434838_297			331663.0	332766.0					+		100.0						macrolide antibiotic; tetracycline antibiotic; triclosan		antibiotic efflux
rgi_report	MexK	resistance-nodulation-cell division (RND) antibiotic efflux pump	CARD	card_v1	3003693	rgi	rgi_v1	100.0	NODE_2_length_643018_cov_63.434838_298			332771.0	335848.0					+		100.0						macrolide antibiotic; tetracycline antibiotic; triclosan		antibiotic efflux
rgi_report	MexL	resistance-nodulation-cell division (RND) antibiotic efflux pump	CARD	card_v1	3003710	rgi	rgi_v1	100.0	NODE_2_length_643018_cov_63.434838_296			330929.0	331567.0					-		100.0						macrolide antibiotic; tetracycline antibiotic; triclosan		antibiotic efflux
rgi_report	MexV	resistance-nodulation-cell division (RND) antibiotic efflux pump	CARD	card_v1	3003030	rgi	rgi_v1	99.2	NODE_85_length_121729_cov_64.583222_96			109697.0	110827.0					+		100.0						macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; phenicol antibiotic		antibiotic efflux
rgi_report	MexW	resistance-nodulation-cell division (RND) antibiotic efflux pump	CARD	card_v1	3003031	rgi	rgi_v1	99.9	NODE_85_length_121729_cov_64.583222_97			110878.0	113934.0					+		100.0						macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; phenicol antibiotic		antibiotic efflux
rgi_report	MuxA	resistance-nodulation-cell division (RND) antibiotic efflux pump	CARD	card_v1	3004073	rgi	rgi_v1	99.53	NODE_14_length_307150_cov_63.665045_222			230284.0	231564.0					+		100.0						macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic		antibiotic efflux
rgi_report	MuxB	resistance-nodulation-cell division (RND) antibiotic efflux pump	CARD	card_v1	3004074	rgi	rgi_v1	100.0	NODE_14_length_307150_cov_63.665045_223			231561.0	234692.0					+		100.0						macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic		antibiotic efflux
rgi_report	MuxC	resistance-nodulation-cell division (RND) antibiotic efflux pump	CARD	card_v1	3004075	rgi	rgi_v1	100.0	NODE_14_length_307150_cov_63.665045_224			234689.0	237799.0					+		100.0						macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic		antibiotic efflux
rgi_report	NDM-4	NDM beta-lactamase	CARD	card_v1	3002355	rgi	rgi_v1	100.0	NODE_765_length_3143_cov_128.069301_5			2135.0	2947.0					-		100.0						carbapenem; cephalosporin; cephamycin; penam; penem		antibiotic inactivation
rgi_report	OXA-1	OXA beta-lactamase	CARD	card_v1	3001396	rgi	rgi_v1	100.0	NODE_933_length_1586_cov_126.278903_2			633.0	1463.0					-		100.0						cephalosporin; penam		antibiotic inactivation
rgi_report	OXA-48	OXA beta-lactamase	CARD	card_v1	3001782	rgi	rgi_v1	100.0	NODE_853_length_2231_cov_59.943570_3			1409.0	2206.0					-		100.0						cephalosporin; penam		antibiotic inactivation
rgi_report	OXA-50	OXA beta-lactamase	CARD	card_v1	3001796	rgi	rgi_v1	99.24	NODE_18_length_269003_cov_63.427332_100			112385.0	113173.0					+		100.0						cephalosporin; penam		antibiotic inactivation
rgi_report	OXA-66	OXA beta-lactamase	CARD	card_v1	3001615	rgi	rgi_v1	100.0	NODE_25_length_221718_cov_63.330551_63			65086.0	65910.0					-		100.0						cephalosporin; penam		antibiotic inactivation
rgi_report	OXA-72	OXA beta-lactamase	CARD	card_v1	3001705	rgi	rgi_v1	100.0	NODE_1058_length_942_cov_64.217587_1			31.0	858.0					-		100.0						cephalosporin; penam		antibiotic inactivation
rgi_report	OXA-9	OXA beta-lactamase	CARD	card_v1	3001404	rgi	rgi_v1	100.0	NODE_981_length_1298_cov_145.691070_1 			254.0	613.0					-		43.43						cephalosporin; penam		antibiotic inactivation
rgi_report	OXA-9	OXA beta-lactamase	CARD	card_v1	3001404	rgi	rgi_v1	100.0	NODE_981_length_1298_cov_145.691070_2 			743.0	1093.0					-		42.34						cephalosporin; penam		antibiotic inactivation
rgi_report	OpmB	resistance-nodulation-cell division (RND) antibiotic efflux pump	CARD	card_v1	3004072	rgi	rgi_v1	99.6	NODE_14_length_307150_cov_63.665045_225			237796.0	239292.0					+		100.0						macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic		antibiotic efflux
rgi_report	OpmD	resistance-nodulation-cell division (RND) antibiotic efflux pump	CARD	card_v1	3000809	rgi	rgi_v1	99.79	NODE_27_length_210538_cov_63.527487_4			2372.0	3835.0					-		100.0						fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye		antibiotic efflux
rgi_report	OpmH	resistance-nodulation-cell division (RND) antibiotic efflux pump	CARD	card_v1	3003682	rgi	rgi_v1	99.79	NODE_4_length_578031_cov_63.326688_315			374065.0	375513.0					-		100.0						triclosan		antibiotic efflux
rgi_report	OprJ	resistance-nodulation-cell division (RND) antibiotic efflux pump	CARD	card_v1	3000802	rgi	rgi_v1	99.16	NODE_19_length_257972_cov_63.647231_229			246260.0	247699.0					-		100.0						macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic		antibiotic efflux
rgi_report	OprM	resistance-nodulation-cell division (RND) antibiotic efflux pump	CARD	card_v1	3000379	rgi	rgi_v1	100.0	NODE_8_length_413229_cov_63.441083_232			233092.0	234549.0					-		100.0						macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; acridine dye; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem		antibiotic efflux
